ts;kafka_ts;signal_timestamp;signal_oem_timestamp;final_ts
2025-02-11T03:30:29.725Z;11.02.2025 06:30;2025-02-11 06:30:29.000;2025-02-11 06:30:29.000;
2025-02-24T14:30:14.085Z;24.02.2025 17:30;2025-02-24 17:30:13.000;2025-02-24 17:30:13.000;
2025-02-21T22:26:19.936Z;22.02.2025 01:26;2025-02-22 01:26:19.000;2025-02-22 01:26:19.000;
2025-02-11T09:35:55.319Z;11.02.2025 12:35;2025-02-11 12:35:55.000;2025-02-11 12:35:55.000;
2025-02-24T05:54:38.031Z;24.02.2025 08:54;2025-02-24 08:54:37.000;2025-02-24 08:54:37.000;
2025-02-07T03:08:20.894Z;2025-02-07 06:08:21.040;7.02.2025 06:08;2025-02-07 06:08:21.000;
2025-02-19T11:45:04.701Z;19.02.2025 14:45;2025-02-19 14:45:03.000;2025-02-19 14:45:03.000;
2025-02-26T13:30:20.108Z;26.02.2025 16:30;2025-02-26 16:30:19.000;2025-02-26 16:30:19.000;
2025-02-13T06:01:42.144Z;13.02.2025 09:01;2025-02-13 09:01:41.000;2025-02-13 09:01:41.000;
2025-02-20T15:53:42.467Z;20.02.2025 18:53;2025-02-20 18:53:41.000;2025-02-20 18:53:41.000;
2025-02-03T17:14:15.427Z;3.02.2025 20:14;2025-02-03 20:14:12.000;2025-02-03 20:14:12.000;
2025-02-03T08:35:10.836Z;3.02.2025 11:35;2025-02-03 11:35:10.000;2025-02-03 11:35:10.000;
2025-02-17T08:44:57.148Z;17.02.2025 12:34;2025-02-17 11:44:52.000;2025-02-17 11:44:52.000;
2025-02-13T10:06:38.095Z;13.02.2025 13:06;2025-02-13 13:06:37.000;2025-02-13 13:06:37.000;
2025-02-17T15:00:01.825Z;17.02.2025 18:00;2025-02-17 18:00:00.000;2025-02-17 18:00:00.000;
2025-02-24T11:52:50.849Z;2025-02-24 14:52:51.013;2025-02-24 14:50:43.000;2025-02-24 14:50:43.000;
2025-02-18T03:05:34.510Z;18.02.2025 06:05;2025-02-18 06:05:34.000;2025-02-18 06:05:34.000;
2025-02-23T07:55:44.584Z;2025-02-23 10:55:45.012;2025-02-23 10:55:44.000;2025-02-23 10:55:44.000;
2025-02-02T18:50:53.343Z;2.02.2025 21:50;2025-02-02 21:50:53.000;2025-02-02 21:50:53.000;
2025-02-19T05:46:52.623Z;19.02.2025 09:06;2025-02-19 08:46:51.000;2025-02-19 08:46:51.000;
2025-02-21T11:15:56.497Z;21.02.2025 14:15;2025-02-21 14:15:55.000;2025-02-21 14:15:55.000;
2025-02-22T09:37:57.281Z;22.02.2025 12:37;2025-02-22 12:37:53.000;2025-02-22 12:37:53.000;
2025-02-06T15:07:45.613Z;6.02.2025 18:07;2025-02-06 18:07:44.000;2025-02-06 18:07:44.000;
2025-02-18T05:28:12.043Z;18.02.2025 08:28;2025-02-18 08:28:06.000;2025-02-18 08:28:06.000;
2025-02-26T08:44:41.313Z;26.02.2025 11:44;2025-02-26 11:44:40.000;2025-02-26 11:44:40.000;
2025-02-26T11:29:28.397Z;26.02.2025 14:29;2025-02-26 14:29:27.000;2025-02-26 14:29:27.000;
2025-02-27T03:10:14.842Z;27.02.2025 06:10;2025-02-27 06:10:14.000;2025-02-27 06:10:14.000;
2025-02-01T17:28:49.189Z;1.02.2025 20:28;2025-02-01 20:28:48.000;2025-02-01 20:28:48.000;
2025-02-14T15:43:30.629Z;2025-02-14 18:43:31.079;2025-02-14 18:43:30.000;2025-02-14 18:43:30.000;
2025-02-26T12:42:12.987Z;26.02.2025 15:42;2025-02-26 15:42:12.000;2025-02-26 15:42:12.000;
2025-02-13T04:09:29.192Z;13.02.2025 07:09;2025-02-13 07:09:29.000;2025-02-13 07:09:29.000;
2025-02-07T16:27:28.666Z;2025-02-07 19:27:29.073;2025-02-07 19:27:28.000;2025-02-07 19:27:28.000;
2025-02-03T12:14:14.532Z;3.02.2025 15:14;2025-02-03 15:14:12.000;2025-02-03 15:14:12.000;
2025-02-07T07:31:31.154Z;7.02.2025 10:31;2025-02-07 10:31:31.000;2025-02-07 10:31:31.000;
2025-02-02T15:56:05.616Z;2025-02-02 18:56:06.051;2025-02-02 18:56:03.000;2025-02-02 18:56:03.000;
2025-02-05T11:09:21.871Z;2025-02-05 14:09:22.038;2025-02-05 14:09:21.000;2025-02-05 14:09:21.000;
2025-02-26T15:07:32.472Z;26.02.2025 18:07;2025-02-26 18:07:28.000;2025-02-26 18:07:28.000;
2025-02-02T12:35:48.718Z;2.02.2025 15:35;2.02.2025 15:35;2025-02-02 15:35:48.000;
2025-02-27T11:54:32.909Z;2025-02-27 14:54:33.081;2025-02-27 14:54:32.000;2025-02-27 14:54:32.000;
2025-02-17T04:53:12.479Z;17.02.2025 07:53;2025-02-17 07:53:12.000;2025-02-17 07:53:12.000;
2025-02-14T10:58:56.775Z;14.02.2025 13:58;2025-02-14 13:58:56.000;2025-02-14 13:58:56.000;
2025-02-28T12:37:20.471Z;28.02.2025 15:37;2025-02-28 15:37:19.000;2025-02-28 15:37:19.000;
2025-02-03T15:23:22.117Z;3.02.2025 18:23;2025-02-03 18:23:21.000;2025-02-03 18:23:21.000;
2025-02-22T07:17:35.793Z;22.02.2025 10:17;2025-02-22 10:17:35.000;2025-02-22 10:17:35.000;
2025-02-14T06:47:07.008Z;14.02.2025 09:47;2025-02-14 09:47:07.000;2025-02-14 09:47:07.000;
2025-02-19T11:12:36.596Z;2025-02-19 14:13:02.010;2025-02-19 14:12:36.000;2025-02-19 14:12:36.000;
2025-02-01T12:29:41.998Z;1.02.2025 15:29;2025-02-01 15:29:41.000;2025-02-01 15:29:41.000;
2025-02-23T02:21:54.685Z;23.02.2025 05:21;2025-02-23 05:21:54.000;2025-02-23 05:21:54.000;
2025-02-24T15:06:19.890Z;24.02.2025 18:06;2025-02-24 18:06:19.000;2025-02-24 18:06:19.000;
2025-02-25T06:17:12.879Z;2025-02-25 09:17:13.042;2025-02-25 09:17:12.000;2025-02-25 09:17:12.000;
2025-02-19T04:40:24.745Z;19.02.2025 07:40;2025-02-19 07:40:23.000;2025-02-19 07:40:23.000;
2025-02-15T09:48:14.446Z;15.02.2025 12:48;2025-02-15 12:48:13.000;2025-02-15 12:48:13.000;
2025-02-01T03:09:35.982Z;1.02.2025 06:09;2025-02-01 06:09:35.000;2025-02-01 06:09:35.000;
2025-02-18T02:56:34.243Z;18.02.2025 05:56;2025-02-18 05:56:33.000;2025-02-18 05:56:33.000;
2025-02-12T15:08:01.315Z;12.02.2025 18:08;2025-02-12 18:08:01.000;2025-02-12 18:08:01.000;
2025-02-25T12:49:44.753Z;25.02.2025 15:49;2025-02-25 15:49:43.000;2025-02-25 15:49:43.000;
2025-02-19T05:15:10.889Z;2025-02-19 08:15:11.069;2025-02-19 08:15:09.000;2025-02-19 08:15:09.000;
2025-02-11T14:08:48.243Z;11.02.2025 17:08;2025-02-11 17:08:48.000;2025-02-11 17:08:48.000;
2025-02-20T06:30:08.219Z;20.02.2025 09:30;2025-02-20 09:30:07.000;2025-02-20 09:30:07.000;
2025-02-17T07:46:21.357Z;17.02.2025 10:46;2025-02-17 10:46:19.000;2025-02-17 10:46:19.000;
2025-02-07T18:55:50.343Z;7.02.2025 21:55;2025-02-07 21:55:50.000;2025-02-07 21:55:50.000;
2025-02-06T14:01:31.235Z;6.02.2025 17:01;6.02.2025 17:01;2025-02-06 17:01:30.000;
2025-02-09T17:59:57.669Z;9.02.2025 20:59;2025-02-09 20:59:55.000;2025-02-09 20:59:55.000;
2025-02-04T06:36:09.221Z;4.02.2025 09:36;2025-02-04 09:36:09.000;2025-02-04 09:36:09.000;
2025-02-18T08:05:44.893Z;2025-02-18 11:05:45.058;2025-02-18 11:05:44.000;2025-02-18 11:05:44.000;
2025-02-04T04:23:23.711Z;4.02.2025 07:33;2025-02-04 07:23:20.000;2025-02-04 07:23:20.000;
2025-02-15T10:53:06.494Z;15.02.2025 13:53;2025-02-15 13:53:03.000;2025-02-15 13:53:03.000;
2025-02-08T18:46:06.076Z;8.02.2025 21:46;2025-02-08 21:46:06.000;2025-02-08 21:46:06.000;
2025-02-05T11:28:44.079Z;5.02.2025 14:28;2025-02-05 14:28:43.000;2025-02-05 14:28:43.000;
2025-02-26T12:27:15.070Z;26.02.2025 15:27;2025-02-26 15:27:14.000;2025-02-26 15:27:14.000;
2025-02-04T05:10:17.902Z;4.02.2025 08:10;2025-02-04 08:10:16.000;2025-02-04 08:10:16.000;
2025-02-13T07:39:08.658Z;13.02.2025 10:39;2025-02-13 10:39:08.000;2025-02-13 10:39:08.000;
2025-02-26T11:33:39.332Z;26.02.2025 14:33;2025-02-26 14:33:38.000;2025-02-26 14:33:38.000;
2025-02-01T08:04:02.023Z;1.02.2025 11:04;2025-02-01 11:04:01.000;2025-02-01 11:04:01.000;
2025-02-06T12:19:55.209Z;6.02.2025 15:19;2025-02-06 15:19:55.000;2025-02-06 15:19:55.000;
2025-02-04T10:38:21.293Z;4.02.2025 13:41;2025-02-04 13:38:21.000;2025-02-04 13:38:21.000;
2025-02-23T15:18:15.185Z;23.02.2025 18:18;2025-02-23 18:18:14.000;2025-02-23 18:18:14.000;
2025-02-19T10:40:06.039Z;19.02.2025 13:40;2025-02-19 13:40:05.000;2025-02-19 13:40:05.000;
2025-02-28T06:03:59.014Z;28.02.2025 09:03;2025-02-28 09:03:59.000;2025-02-28 09:03:59.000;
2025-02-21T06:20:02.545Z;21.02.2025 09:23;2025-02-21 09:20:02.000;2025-02-21 09:20:02.000;
2025-02-19T11:15:32.027Z;19.02.2025 14:15;2025-02-19 14:15:31.000;2025-02-19 14:15:31.000;
2025-02-06T03:04:55.080Z;6.02.2025 06:04;2025-02-06 06:04:55.000;2025-02-06 06:04:55.000;
2025-02-14T16:17:30.061Z;14.02.2025 19:17;2025-02-14 19:17:29.000;2025-02-14 19:17:29.000;
2025-02-05T14:49:24.494Z;5.02.2025 17:49;2025-02-05 17:49:24.000;2025-02-05 17:49:24.000;
2025-02-06T15:21:33.027Z;6.02.2025 18:21;2025-02-06 18:21:31.000;2025-02-06 18:21:31.000;
2025-02-17T05:08:00.249Z;17.02.2025 08:08;2025-02-17 08:08:00.000;2025-02-17 08:08:00.000;
2025-02-16T09:01:58.421Z;16.02.2025 12:01;2025-02-16 12:01:57.000;2025-02-16 12:01:57.000;
2025-02-11T12:43:23.167Z;11.02.2025 15:43;2025-02-11 15:43:22.000;2025-02-11 15:43:22.000;
2025-02-19T08:09:50.085Z;19.02.2025 11:12;2025-02-19 11:09:48.000;2025-02-19 11:09:48.000;
2025-02-25T14:04:52.361Z;25.02.2025 17:04;2025-02-25 17:04:50.000;2025-02-25 17:04:50.000;
2025-02-18T05:49:00.949Z;18.02.2025 08:49;2025-02-18 08:48:59.000;2025-02-18 08:48:59.000;
2025-02-26T11:45:02.041Z;26.02.2025 14:45;2025-02-26 14:45:01.000;2025-02-26 14:45:01.000;
2025-02-28T08:00:43.851Z;28.02.2025 11:00;2025-02-28 11:00:42.000;2025-02-28 11:00:42.000;
2025-02-25T06:44:33.423Z;25.02.2025 09:44;2025-02-25 09:44:32.000;2025-02-25 09:44:32.000;
2025-02-26T14:15:33.003Z;26.02.2025 17:15;2025-02-26 17:15:32.000;2025-02-26 17:15:32.000;
2025-02-11T13:17:09.675Z;11.02.2025 16:17;2025-02-11 16:17:08.000;2025-02-11 16:17:08.000;
2025-02-20T15:30:44.505Z;20.02.2025 18:30;2025-02-20 18:30:44.000;2025-02-20 18:30:44.000;
2025-02-20T12:27:08.841Z;2025-02-20 15:27:09.024;20.02.2025 15:27;2025-02-20 15:27:09.000;
2025-02-01T18:06:28.756Z;1.02.2025 21:06;2025-02-01 21:06:28.000;2025-02-01 21:06:28.000;
2025-02-25T19:21:56.902Z;25.02.2025 22:21;2025-02-25 22:21:56.000;2025-02-25 22:21:56.000;
2025-02-11T19:20:07.816Z;11.02.2025 22:20;2025-02-11 22:20:05.000;2025-02-11 22:20:05.000;
2025-02-28T09:37:07.437Z;28.02.2025 12:37;2025-02-28 12:37:06.000;2025-02-28 12:37:06.000;
2025-02-05T05:00:31.040Z;5.02.2025 08:00;2025-02-05 08:00:12.000;2025-02-05 08:00:12.000;
2025-02-24T09:51:42.354Z;24.02.2025 12:51;2025-02-24 12:51:25.000;2025-02-24 12:51:25.000;
2025-02-21T05:25:46.396Z;21.02.2025 08:25;2025-02-21 08:25:46.000;2025-02-21 08:25:46.000;
2025-02-21T19:39:02.111Z;21.02.2025 22:39;2025-02-21 22:39:00.000;2025-02-21 22:39:00.000;
2025-02-21T05:20:49.934Z;21.02.2025 08:21;21.02.2025 08:20;2025-02-21 08:20:50.000;
2025-02-05T15:26:17.938Z;5.02.2025 18:26;2025-02-05 18:26:13.000;2025-02-05 18:26:13.000;
2025-02-04T07:15:07.225Z;2025-02-04 10:22:18.016;2025-02-04 10:13:55.000;2025-02-04 10:13:55.000;
2025-02-24T06:32:19.187Z;24.02.2025 09:32;2025-02-24 09:32:18.000;2025-02-24 09:32:18.000;
2025-02-08T14:57:57.304Z;8.02.2025 17:57;2025-02-08 17:57:54.000;2025-02-08 17:57:54.000;
2025-02-22T18:38:06.881Z;2025-02-22 21:38:07.047;2025-02-22 21:38:04.000;2025-02-22 21:38:04.000;
2025-02-09T08:20:29.586Z;9.02.2025 11:20;2025-02-09 11:20:27.000;2025-02-09 11:20:27.000;
2025-02-05T04:58:54.375Z;5.02.2025 07:58;2025-02-05 07:58:50.000;2025-02-05 07:58:50.000;
2025-02-01T08:50:02.359Z;1.02.2025 11:50;2025-02-01 11:50:01.000;2025-02-01 11:50:01.000;
2025-02-17T08:16:30.240Z;17.02.2025 11:17;2025-02-17 11:16:30.000;2025-02-17 11:16:30.000;
2025-02-15T07:12:42.826Z;15.02.2025 10:12;2025-02-15 10:12:41.000;2025-02-15 10:12:41.000;
2025-02-13T07:07:14.321Z;13.02.2025 10:07;2025-02-13 10:07:14.000;2025-02-13 10:07:14.000;
2025-02-08T14:13:32.894Z;8.02.2025 17:13;2025-02-08 17:13:32.000;2025-02-08 17:13:32.000;
2025-02-12T10:29:58.790Z;12.02.2025 13:29;2025-02-12 13:29:57.000;2025-02-12 13:29:57.000;
2025-02-26T09:04:49.077Z;26.02.2025 12:04;2025-02-26 12:04:44.000;2025-02-26 12:04:44.000;
2025-02-28T06:48:40.167Z;28.02.2025 09:48;2025-02-28 09:48:36.000;2025-02-28 09:48:36.000;
2025-02-17T11:54:39.612Z;17.02.2025 14:54;2025-02-17 14:54:38.000;2025-02-17 14:54:38.000;
2025-02-19T01:24:45.233Z;19.02.2025 04:24;19.02.2025 04:24;2025-02-19 04:24:45.000;
2025-02-12T07:09:54.992Z;12.02.2025 10:09;2025-02-12 10:09:53.000;2025-02-12 10:09:53.000;
2025-02-27T11:08:10.036Z;27.02.2025 14:08;2025-02-27 14:08:09.000;2025-02-27 14:08:09.000;
2025-02-26T14:37:39.920Z;26.02.2025 17:37;2025-02-26 17:37:38.000;2025-02-26 17:37:38.000;
2025-02-24T07:11:15.378Z;24.02.2025 10:11;2025-02-24 10:11:14.000;2025-02-24 10:11:14.000;
2025-02-04T11:14:08.017Z;4.02.2025 14:40;2025-02-04 14:14:07.000;2025-02-04 14:14:07.000;
2025-02-03T11:47:45.144Z;3.02.2025 14:47;2025-02-03 14:47:44.000;2025-02-03 14:47:44.000;
2025-02-03T16:20:38.733Z;3.02.2025 19:20;2025-02-03 19:20:38.000;2025-02-03 19:20:38.000;
2025-02-26T12:08:33.672Z;2025-02-26 15:08:34.032;2025-02-26 15:08:32.000;2025-02-26 15:08:32.000;
2025-02-17T11:41:27.184Z;17.02.2025 14:41;2025-02-17 14:41:25.000;2025-02-17 14:41:25.000;
2025-02-03T17:34:06.428Z;3.02.2025 20:34;2025-02-03 20:34:03.000;2025-02-03 20:34:03.000;
2025-02-14T07:17:18.941Z;14.02.2025 10:17;2025-02-14 10:17:18.000;2025-02-14 10:17:18.000;
2025-02-01T06:20:59.222Z;1.02.2025 09:20;2025-02-01 09:20:58.000;2025-02-01 09:20:58.000;
2025-02-25T07:30:29.361Z;25.02.2025 10:30;2025-02-25 10:30:27.000;2025-02-25 10:30:27.000;
2025-02-12T09:37:31.201Z;12.02.2025 12:37;2025-02-12 12:37:30.000;2025-02-12 12:37:30.000;
2025-02-17T14:38:23.803Z;17.02.2025 17:40;2025-02-17 17:38:21.000;2025-02-17 17:38:21.000;
2025-02-04T12:14:49.191Z;4.02.2025 15:14;2025-02-04 15:14:48.000;2025-02-04 15:14:48.000;
2025-02-15T16:40:12.155Z;15.02.2025 19:40;2025-02-15 19:40:11.000;2025-02-15 19:40:11.000;
2025-02-04T06:55:20.103Z;4.02.2025 09:55;2025-02-04 09:55:19.000;2025-02-04 09:55:19.000;
2025-02-13T14:06:47.738Z;13.02.2025 17:06;2025-02-13 17:06:46.000;2025-02-13 17:06:46.000;
2025-02-15T06:49:49.129Z;15.02.2025 09:49;2025-02-15 09:49:48.000;2025-02-15 09:49:48.000;
2025-02-14T08:38:25.919Z;14.02.2025 11:38;2025-02-14 11:38:25.000;2025-02-14 11:38:25.000;
2025-02-11T08:49:07.915Z;11.02.2025 11:49;2025-02-11 11:49:07.000;2025-02-11 11:49:07.000;
2025-02-05T18:56:00.384Z;5.02.2025 21:56;2025-02-05 21:56:00.000;2025-02-05 21:56:00.000;
2025-02-11T14:31:02.242Z;11.02.2025 17:31;2025-02-11 17:31:01.000;2025-02-11 17:31:01.000;
2025-02-15T17:26:00.148Z;15.02.2025 20:26;2025-02-15 20:26:00.000;2025-02-15 20:26:00.000;
2025-02-07T02:13:53.939Z;7.02.2025 05:13;2025-02-07 05:13:53.000;2025-02-07 05:13:53.000;
2025-02-24T10:41:50.218Z;24.02.2025 13:41;2025-02-24 13:41:48.000;2025-02-24 13:41:48.000;
2025-02-19T07:17:32.858Z;2025-02-19 10:17:33.034;2025-02-19 10:17:32.000;2025-02-19 10:17:32.000;
2025-02-24T08:15:00.971Z;24.02.2025 11:15;2025-02-24 11:14:59.000;2025-02-24 11:14:59.000;
2025-02-20T13:20:05.026Z;20.02.2025 16:20;2025-02-20 16:20:04.000;2025-02-20 16:20:04.000;
2025-02-19T09:46:22.977Z;19.02.2025 12:46;2025-02-19 12:46:22.000;2025-02-19 12:46:22.000;
2025-02-12T09:38:41.775Z;12.02.2025 12:38;2025-02-12 12:38:40.000;2025-02-12 12:38:40.000;
2025-02-08T13:17:48.698Z;8.02.2025 16:17;2025-02-08 16:17:47.000;2025-02-08 16:17:47.000;
2025-02-07T10:49:29.113Z;7.02.2025 13:49;2025-02-07 13:49:28.000;2025-02-07 13:49:28.000;
2025-02-22T09:30:02.896Z;22.02.2025 12:30;2025-02-22 12:30:01.000;2025-02-22 12:30:01.000;
2025-02-07T12:43:01.091Z;7.02.2025 15:43;2025-02-07 15:43:00.000;2025-02-07 15:43:00.000;
2025-02-28T17:00:26.917Z;28.02.2025 20:00;2025-02-28 20:00:25.000;2025-02-28 20:00:25.000;
2025-02-23T07:29:53.078Z;23.02.2025 10:29;2025-02-23 10:29:52.000;2025-02-23 10:29:52.000;
2025-02-01T04:34:05.183Z;1.02.2025 07:34;2025-02-01 07:34:04.000;2025-02-01 07:34:04.000;
2025-02-23T13:25:33.356Z;23.02.2025 16:25;2025-02-23 16:24:13.000;2025-02-23 16:24:13.000;
2025-02-09T07:51:21.093Z;9.02.2025 10:51;2025-02-09 10:51:19.000;2025-02-09 10:51:19.000;
2025-02-05T06:57:35.548Z;2025-02-05 09:57:36.001;2025-02-05 09:57:34.000;2025-02-05 09:57:34.000;
2025-02-24T03:47:21.263Z;24.02.2025 06:47;2025-02-24 06:47:21.000;2025-02-24 06:47:21.000;
2025-02-14T05:55:45.941Z;14.02.2025 08:55;2025-02-14 08:55:45.000;2025-02-14 08:55:45.000;
2025-02-23T09:55:55.825Z;23.02.2025 12:55;2025-02-23 12:55:54.000;2025-02-23 12:55:54.000;
2025-02-08T14:00:25.536Z;8.02.2025 17:00;2025-02-08 17:00:20.000;2025-02-08 17:00:20.000;
2025-02-20T04:35:57.403Z;20.02.2025 07:35;2025-02-20 07:27:04.000;2025-02-20 07:27:04.000;
2025-02-26T12:54:40.003Z;26.02.2025 15:54;2025-02-26 15:54:08.000;2025-02-26 15:54:08.000;
2025-02-15T05:01:24.507Z;15.02.2025 08:01;2025-02-15 08:01:23.000;2025-02-15 08:01:23.000;
2025-02-14T08:18:29.394Z;14.02.2025 11:18;14.02.2025 11:18;2000-01-01 14:20:31.000;
2025-02-25T11:37:26.630Z;25.02.2025 14:37;2025-02-25 14:37:26.000;2025-02-25 14:37:26.000;
2025-02-04T09:45:16.168Z;4.02.2025 12:45;2025-02-04 12:45:16.000;2025-02-04 12:45:16.000;
2025-02-14T09:27:14.086Z;14.02.2025 12:27;2025-02-14 12:27:13.000;2025-02-14 12:27:13.000;
2025-02-07T04:13:51.544Z;7.02.2025 07:13;2025-02-07 07:13:49.000;2025-02-07 07:13:49.000;
2025-02-25T07:23:40.760Z;25.02.2025 10:23;2025-02-25 10:23:40.000;2025-02-25 10:23:40.000;
2025-02-26T06:24:03.430Z;26.02.2025 09:31;2025-02-26 09:23:47.000;2025-02-26 09:23:47.000;
2025-02-02T07:23:28.723Z;2.02.2025 10:23;2025-02-02 10:23:26.000;2025-02-02 10:23:26.000;
2025-02-06T11:26:31.388Z;6.02.2025 14:26;2025-02-06 14:26:28.000;2025-02-06 14:26:28.000;
2025-02-25T08:38:36.708Z;25.02.2025 11:38;2025-02-25 11:38:33.000;2025-02-25 11:38:33.000;
2025-02-26T04:29:07.015Z;26.02.2025 07:29;2025-02-26 07:28:56.000;2025-02-26 07:28:56.000;
2025-02-12T11:32:42.411Z;12.02.2025 14:32;2025-02-12 14:32:41.000;2025-02-12 14:32:41.000;
2025-02-01T15:04:54.573Z;2025-02-01 18:04:55.016;2025-02-01 18:04:53.000;2025-02-01 18:04:53.000;
2025-02-07T16:09:36.532Z;7.02.2025 19:09;2025-02-07 19:09:35.000;2025-02-07 19:09:35.000;
2025-02-13T12:09:40.751Z;13.02.2025 15:09;2025-02-13 15:09:40.000;2025-02-13 15:09:40.000;
2025-02-02T13:31:49.236Z;2.02.2025 16:31;2025-02-02 16:31:48.000;2025-02-02 16:31:48.000;
2025-02-13T12:53:03.133Z;13.02.2025 15:53;2025-02-13 15:53:02.000;2025-02-13 15:53:02.000;
2025-02-02T13:25:07.415Z;2.02.2025 16:25;2025-02-02 16:25:05.000;2025-02-02 16:25:05.000;
2025-02-17T11:30:13.056Z;17.02.2025 14:30;2025-02-17 14:30:12.000;2025-02-17 14:30:12.000;
2025-02-26T15:22:38.324Z;26.02.2025 18:23;2025-02-26 18:22:37.000;2025-02-26 18:22:37.000;
2025-02-03T09:15:43.528Z;3.02.2025 12:15;2025-02-03 12:15:43.000;2025-02-03 12:15:43.000;
2025-02-23T18:18:15.936Z;2025-02-23 21:18:16.096;2025-02-23 21:18:15.000;2025-02-23 21:18:15.000;
2025-02-27T14:10:50.550Z;27.02.2025 17:10;2025-02-27 17:10:44.000;2025-02-27 17:10:44.000;
2025-02-20T06:15:49.972Z;20.02.2025 09:15;2025-02-20 09:15:49.000;2025-02-20 09:15:49.000;
2025-02-02T20:48:06.286Z;2.02.2025 23:48;2025-02-02 23:48:03.000;2025-02-02 23:48:03.000;
2025-02-26T03:59:18.585Z;26.02.2025 06:59;2025-02-26 06:59:18.000;2025-02-26 06:59:18.000;
2025-02-22T06:51:32.265Z;22.02.2025 09:51;2025-02-22 09:51:31.000;2025-02-22 09:51:31.000;
2025-02-01T19:32:40.513Z;1.02.2025 22:32;2025-02-01 22:32:37.000;2025-02-01 22:32:37.000;
2025-02-18T10:41:09.279Z;18.02.2025 13:41;2025-02-18 13:41:08.000;2025-02-18 13:41:08.000;
2025-02-19T06:02:09.412Z;19.02.2025 09:04;2025-02-19 09:02:09.000;2025-02-19 09:02:09.000;
2025-02-24T06:18:40.779Z;2025-02-24 09:18:41.017;2025-02-24 09:18:40.000;2025-02-24 09:18:40.000;
2025-02-01T15:45:33.767Z;1.02.2025 18:45;2025-02-01 18:45:32.000;2025-02-01 18:45:32.000;
2025-02-15T07:48:23.372Z;15.02.2025 10:48;2025-02-15 10:48:11.000;2025-02-15 10:48:11.000;
2025-02-26T05:41:14.809Z;26.02.2025 08:46;2025-02-26 08:41:12.000;2025-02-26 08:41:12.000;
2025-02-12T18:53:35.261Z;12.02.2025 21:53;2025-02-12 21:53:33.000;2025-02-12 21:53:33.000;
2025-02-14T05:48:54.389Z;14.02.2025 08:48;2025-02-14 08:48:53.000;2025-02-14 08:48:53.000;
2025-02-19T05:04:16.064Z;19.02.2025 08:04;2025-02-19 08:04:15.000;2025-02-19 08:04:15.000;
2025-02-26T08:34:14.764Z;26.02.2025 11:34;26.02.2025 11:34;2025-02-26 11:34:15.000;
2025-02-04T13:26:19.486Z;4.02.2025 16:56;2025-02-04 16:26:19.000;2025-02-04 16:26:19.000;
2025-02-11T14:44:13.761Z;11.02.2025 17:44;2025-02-11 17:44:12.000;2025-02-11 17:44:12.000;
2025-02-24T06:05:58.561Z;24.02.2025 09:05;2025-02-24 09:05:57.000;2025-02-24 09:05:57.000;
2025-02-01T05:24:42.734Z;1.02.2025 08:24;2025-02-01 08:24:42.000;2025-02-01 08:24:42.000;
2025-02-02T10:02:13.647Z;2.02.2025 13:02;2025-02-02 13:02:12.000;2025-02-02 13:02:12.000;
2025-02-09T12:03:53.685Z;9.02.2025 15:03;2025-02-09 15:03:52.000;2025-02-09 15:03:52.000;
2025-02-23T16:36:15.626Z;23.02.2025 19:36;2025-02-23 19:36:14.000;2025-02-23 19:36:14.000;
2025-02-20T14:12:54.965Z;20.02.2025 17:12;2025-02-20 17:12:53.000;2025-02-20 17:12:53.000;
2025-02-21T11:12:50.078Z;21.02.2025 14:12;2025-02-21 14:12:50.000;2025-02-21 14:12:50.000;
2025-02-28T20:24:15.027Z;28.02.2025 23:24;2025-02-28 23:24:14.000;2025-02-28 23:24:14.000;
2025-02-24T14:35:33.903Z;2025-02-24 17:35:34.072;2025-02-24 17:35:32.000;2025-02-24 17:35:32.000;
2025-02-04T08:23:18.372Z;4.02.2025 11:23;2025-02-04 11:23:17.000;2025-02-04 11:23:17.000;
2025-02-22T05:41:03.322Z;22.02.2025 08:41;2025-02-22 08:41:02.000;2025-02-22 08:41:02.000;
2025-02-22T10:30:26.129Z;22.02.2025 13:30;2025-02-22 13:30:25.000;2025-02-22 13:30:25.000;
2025-02-03T14:55:24.915Z;2025-02-03 17:55:25.086;2025-02-03 17:55:24.000;2025-02-03 17:55:24.000;
2025-02-18T04:29:04.483Z;18.02.2025 07:29;2025-02-18 07:29:03.000;2025-02-18 07:29:03.000;
2025-02-14T09:42:56.411Z;14.02.2025 12:42;2025-02-14 12:42:56.000;2025-02-14 12:42:56.000;
2025-02-13T14:51:54.594Z;13.02.2025 17:51;2025-02-13 17:51:53.000;2025-02-13 17:51:53.000;
2025-02-12T11:06:48.165Z;12.02.2025 14:06;2025-02-12 14:06:47.000;2025-02-12 14:06:47.000;
2025-02-27T09:00:49.659Z;2025-02-27 12:00:50.083;2025-02-27 12:00:48.000;2025-02-27 12:00:48.000;
2025-02-28T16:45:04.633Z;28.02.2025 19:45;2025-02-28 19:45:02.000;2025-02-28 19:45:02.000;
2025-02-27T14:32:24.769Z;27.02.2025 17:32;2025-02-27 17:32:24.000;2025-02-27 17:32:24.000;
2025-02-11T07:22:59.439Z;11.02.2025 10:22;2025-02-11 10:22:58.000;2025-02-11 10:22:58.000;
2025-02-18T12:12:26.949Z;18.02.2025 15:12;2025-02-18 15:12:26.000;2025-02-18 15:12:26.000;
